コード,銘柄名,市場・商品区分
7971,東リ,市場第一部（内国株）
7972,イトーキ,市場第一部（内国株）
7974,任天堂,市場第一部（内国株）
7975,リヒトラブ,市場第二部（内国株）
7976,三菱鉛筆,市場第一部（内国株）
7979,松風,市場第一部（内国株）
7980,重松製作所,JASDAQ(スタンダード・内国株）
7981,タカラスタンダード,市場第一部（内国株）
7983,ミロク,市場第二部（内国株）
7984,コクヨ,市場第一部（内国株）
7985,ネポン,市場第二部（内国株）
7986,日本アイ・エス・ケイ,JASDAQ(スタンダード・内国株）
7987,ナカバヤシ,市場第一部（内国株）
7988,ニフコ,市場第一部（内国株）
7989,立川ブラインド工業,市場第一部（内国株）
7990,グローブライド,市場第一部（内国株）
7991,マミヤ・オーピー,市場第二部（内国株）
7992,セーラー万年筆,市場第二部（内国株）
7994,オカムラ,市場第一部（内国株）
7995,バルカー,市場第一部（内国株）
7997,くろがね工作所,市場第二部（内国株）
7999,ＭＵＴＯＨホールディングス,市場第一部（内国株）
8001,伊藤忠商事,市場第一部（内国株）
8002,丸紅,市場第一部（内国株）
8005,スクロール,市場第一部（内国株）
8006,ユアサ・フナショク,市場第二部（内国株）
8007,高島,市場第一部（内国株）
8008,ヨンドシーホールディングス,市場第一部（内国株）
8011,三陽商会,市場第一部（内国株）
8012,長瀬産業,市場第一部（内国株）
8013,ナイガイ,市場第一部（内国株）
8014,蝶理,市場第一部（内国株）
8015,豊田通商,市場第一部（内国株）
8016,オンワードホールディングス,市場第一部（内国株）
8018,三共生興,市場第一部（内国株）
8020,兼松,市場第一部（内国株）
8022,美津濃,市場第一部（内国株）
8023,大興電子通信,市場第二部（内国株）
8025,ツカモトコーポレーション,市場第一部（内国株）
8029,ルックホールディングス,市場第一部（内国株）
8030,中央魚類,市場第二部（内国株）
8031,三井物産,市場第一部（内国株）
8032,日本紙パルプ商事,市場第一部（内国株）
8035,東京エレクトロン,市場第一部（内国株）
8037,カメイ,市場第一部（内国株）
8038,東都水産,市場第一部（内国株）
8039,築地魚市場,市場第二部（内国株）
8040,東京ソワール,市場第二部（内国株）
8041,ＯＵＧホールディングス,市場第一部（内国株）
8043,スターゼン,市場第一部（内国株）
8045,横浜丸魚,JASDAQ(スタンダード・内国株）
8046,丸藤シートパイル,市場第二部（内国株）
8050,セイコーホールディングス,市場第一部（内国株）
8051,山善,市場第一部（内国株）
8052,椿本興業,市場第一部（内国株）
8053,住友商事,市場第一部（内国株）
8056,日本ユニシス,市場第一部（内国株）
8057,内田洋行,市場第一部（内国株）
8058,三菱商事,市場第一部（内国株）
8059,第一実業,市場第一部（内国株）
8060,キヤノンマーケティングジャパン,市場第一部（内国株）
8061,西華産業,市場第一部（内国株）
8065,佐藤商事,市場第一部（内国株）
8066,三谷商事,市場第二部（内国株）
8068,菱洋エレクトロ,市場第一部（内国株）
8070,東京産業,市場第一部（内国株）
8072,日本出版貿易,JASDAQ(スタンダード・内国株）
8074,ユアサ商事,市場第一部（内国株）
8075,神鋼商事,市場第一部（内国株）
8077,トルク,市場第一部（内国株）
8078,阪和興業,市場第一部（内国株）
8079,正栄食品工業,市場第一部（内国株）
8081,カナデン,市場第一部（内国株）
8084,菱電商事,市場第一部（内国株）
8085,ナラサキ産業,市場第二部（内国株）
8086,ニプロ,市場第一部（内国株）
8087,フルサト工業,市場第一部（内国株）
8088,岩谷産業,市場第一部（内国株）
8089,ナイス,市場第一部（内国株）
8090,昭光通商,市場第一部（内国株）
8091,ニチモウ,市場第一部（内国株）
8093,極東貿易,市場第一部（内国株）
8095,イワキ,市場第一部（内国株）
8096,兼松エレクトロニクス,市場第一部（内国株）
8097,三愛石油,市場第一部（内国株）
8098,稲畑産業,市場第一部（内国株）
8101,ＧＳＩクレオス,市場第一部（内国株）
8103,明和産業,市場第一部（内国株）
8104,クワザワホールディングス,市場第一部（内国株）
8105,堀田丸正,市場第二部（内国株）
8107,キムラタン,市場第一部（内国株）
8108,ヤマエ久野,市場第一部（内国株）
8111,ゴールドウイン,市場第一部（内国株）
8113,ユニ・チャーム,市場第一部（内国株）
8114,デサント,市場第一部（内国株）
8115,ムーンバット,市場第二部（内国株）
8117,中央自動車工業,市場第二部（内国株）
8118,キング,市場第一部（内国株）
8119,三栄コーポレーション,JASDAQ(スタンダード・内国株）
8123,川辺,JASDAQ(スタンダード・内国株）
8125,ワキタ,市場第一部（内国株）
8127,ヤマトインターナショナル,市場第一部（内国株）
8129,東邦ホールディングス,市場第一部（内国株）
8130,サンゲツ,市場第一部（内国株）
8131,ミツウロコグループホールディングス,市場第一部（内国株）
8132,シナネンホールディングス,市場第一部（内国株）
8133,伊藤忠エネクス,市場第一部（内国株）
8135,ゼット,市場第二部（内国株）
8136,サンリオ,市場第一部（内国株）
8137,サンワテクノス,市場第一部（内国株）
8138,三京化成,市場第二部（内国株）
8139,ナガホリ,市場第二部（内国株）
8140,リョーサン,市場第一部（内国株）
8141,新光商事,市場第一部（内国株）
8142,トーホー,市場第一部（内国株）
8143,ラピーヌ,市場第二部（内国株）
8144,電響社,市場第二部（内国株）
8147,トミタ,JASDAQ(スタンダード・内国株）
8150,三信電気,市場第一部（内国株）
8151,東陽テクニカ,市場第一部（内国株）
8152,ソマール,市場第二部（内国株）
8153,モスフードサービス,市場第一部（内国株）
8154,加賀電子,市場第一部（内国株）
8155,三益半導体工業,市場第一部（内国株）
8157,都築電気,市場第一部（内国株）
8158,ソーダニッカ,市場第一部（内国株）
8159,立花エレテック,市場第一部（内国株）
8160,木曽路,市場第一部（内国株）
8163,ＳＲＳホールディングス,市場第一部（内国株）
8165,千趣会,市場第一部（内国株）
8166,タカキュー,市場第一部（内国株）
8167,リテールパートナーズ,市場第一部（内国株）
8168,ケーヨー,市場第一部（内国株）
8173,上新電機,市場第一部（内国株）
8174,日本瓦斯,市場第一部（内国株）
8179,ロイヤルホールディングス,市場第一部（内国株）
8181,東天紅,市場第一部（内国株）
8182,いなげや,市場第一部（内国株）
8184,島忠,市場第一部（内国株）
8185,チヨダ,市場第一部（内国株）
8186,大塚家具,JASDAQ(スタンダード・内国株）
8194,ライフコーポレーション,市場第一部（内国株）
8198,マックスバリュ東海,市場第二部（内国株）
8200,リンガーハット,市場第一部（内国株）
8202,ラオックス,市場第二部（内国株）
8203,ＭｒＭａｘＨＤ,市場第一部（内国株）
8207,テンアライド,市場第一部（内国株）
8208,エンチョー,JASDAQ(スタンダード・内国株）
8209,フレンドリー,市場第二部（内国株）
8214,ＡＯＫＩホールディングス,市場第一部（内国株）
8215,銀座山形屋,JASDAQ(スタンダード・内国株）
8217,オークワ,市場第一部（内国株）
8218,コメリ,市場第一部（内国株）
8219,青山商事,市場第一部（内国株）
8225,タカチホ,JASDAQ(スタンダード・内国株）
8226,理経,市場第二部（内国株）
8227,しまむら,市場第一部（内国株）
8230,はせがわ,市場第一部（内国株）
8233,高島屋,市場第一部（内国株）
8237,松屋,市場第一部（内国株）
8242,エイチ・ツー・オー　リテイリング,市場第一部（内国株）
8244,近鉄百貨店,市場第一部（内国株）
8247,大和,市場第二部（内国株）
8249,テクノアソシエ,市場第二部（内国株）
8252,丸井グループ,市場第一部（内国株）
8253,クレディセゾン,市場第一部（内国株）
8254,さいか屋,市場第二部（内国株）
8255,アクシアル　リテイリング,市場第一部（内国株）
8256,プロルート丸光,JASDAQ(スタンダード・内国株）
8257,山陽百貨店,JASDAQ(スタンダード・内国株）
8260,井筒屋,市場第一部（内国株）
8267,イオン,市場第一部（内国株）
8273,イズミ,市場第一部（内国株）
8275,フォーバル,市場第一部（内国株）
8276,平和堂,市場第一部（内国株）
8278,フジ,市場第一部（内国株）
8279,ヤオコー,市場第一部（内国株）
8281,ゼビオホールディングス,市場第一部（内国株）
8282,ケーズホールディングス,市場第一部（内国株）
8283,ＰＡＬＴＡＣ,市場第一部（内国株）
8285,三谷産業,市場第一部（内国株）
8287,マックスバリュ西日本,市場第二部（内国株）
8289,Ｏｌｙｍｐｉｃグループ,市場第一部（内国株）
8291,日産東京販売ホールディングス,市場第一部（内国株）
8298,ファミリー,JASDAQ(スタンダード・内国株）
8301,日本銀行　出資証券,出資証券
8303,新生銀行,市場第一部（内国株）
8304,あおぞら銀行,市場第一部（内国株）
8306,三菱ＵＦＪフィナンシャル・グループ,市場第一部（内国株）
8308,りそなホールディングス,市場第一部（内国株）
8309,三井住友トラスト・ホールディングス,市場第一部（内国株）
8316,三井住友フィナンシャルグループ,市場第一部（内国株）
8331,千葉銀行,市場第一部（内国株）
8334,群馬銀行,市場第一部（内国株）
8336,武蔵野銀行,市場第一部（内国株）
8337,千葉興業銀行,市場第一部（内国株）
8338,筑波銀行,市場第一部（内国株）
8341,七十七銀行,市場第一部（内国株）
8342,青森銀行,市場第一部（内国株）
8343,秋田銀行,市場第一部（内国株）
8344,山形銀行,市場第一部（内国株）
8345,岩手銀行,市場第一部（内国株）
8346,東邦銀行,市場第一部（内国株）
8349,東北銀行,市場第一部（内国株）
8350,みちのく銀行,市場第一部（内国株）
8354,ふくおかフィナンシャルグループ,市場第一部（内国株）
8355,静岡銀行,市場第一部（内国株）
8356,十六銀行,市場第一部（内国株）
8358,スルガ銀行,市場第一部（内国株）
8359,八十二銀行,市場第一部（内国株）
8360,山梨中央銀行,市場第一部（内国株）
8361,大垣共立銀行,市場第一部（内国株）
8362,福井銀行,市場第一部（内国株）
8363,北國銀行,市場第一部（内国株）
8364,清水銀行,市場第一部（内国株）
8365,富山銀行,市場第一部（内国株）
8366,滋賀銀行,市場第一部（内国株）
8367,南都銀行,市場第一部（内国株）
8368,百五銀行,市場第一部（内国株）
8369,京都銀行,市場第一部（内国株）
8370,紀陽銀行,市場第一部（内国株）
8377,ほくほくフィナンシャルグループ,市場第一部（内国株）
8381,山陰合同銀行,市場第一部（内国株）
8382,中国銀行,市場第一部（内国株）
8383,鳥取銀行,市場第一部（内国株）
8385,伊予銀行,市場第一部（内国株）
8386,百十四銀行,市場第一部（内国株）
8387,四国銀行,市場第一部（内国株）
8388,阿波銀行,市場第一部（内国株）
8392,大分銀行,市場第一部（内国株）
8393,宮崎銀行,市場第一部（内国株）
8395,佐賀銀行,市場第一部（内国株）
8397,沖縄銀行,市場第一部（内国株）
8399,琉球銀行,市場第一部（内国株）
8410,セブン銀行,市場第一部（内国株）
8411,みずほフィナンシャルグループ,市場第一部（内国株）
8416,高知銀行,市場第一部（内国株）
8418,山口フィナンシャルグループ,市場第一部（内国株）
8421,信金中央金庫　優先出資証券,出資証券
8424,芙蓉総合リース,市場第一部（内国株）
8425,みずほリース,市場第一部（内国株）
8439,東京センチュリー,市場第一部（内国株）
8462,フューチャーベンチャーキャピタル,JASDAQ(スタンダード・内国株）
8473,ＳＢＩホールディングス,市場第一部（内国株）
8508,Ｊトラスト,市場第二部（内国株）
8511,日本証券金融,市場第一部（内国株）
8515,アイフル,市場第一部（内国株）
8518,日本アジア投資,市場第一部（内国株）
8521,長野銀行,市場第一部（内国株）
8522,名古屋銀行,市場第一部（内国株）
8524,北洋銀行,市場第一部（内国株）
8527,愛知銀行,市場第一部（内国株）
8530,中京銀行,市場第一部（内国株）
8537,大光銀行,市場第一部（内国株）
8541,愛媛銀行,市場第一部（内国株）
8542,トマト銀行,市場第一部（内国株）
8544,京葉銀行,市場第一部（内国株）
8550,栃木銀行,市場第一部（内国株）
8551,北日本銀行,市場第一部（内国株）
8558,東和銀行,市場第一部（内国株）
8562,福島銀行,市場第一部（内国株）
8563,大東銀行,市場第一部（内国株）
8566,リコーリース,市場第一部（内国株）
8570,イオンフィナンシャルサービス,市場第一部（内国株）
8572,アコム,市場第一部（内国株）
8584,ジャックス,市場第一部（内国株）
8585,オリエントコーポレーション,市場第一部（内国株）
8586,日立キャピタル,市場第一部（内国株）
8591,オリックス,市場第一部（内国株）
8593,三菱ＵＦＪリース,市場第一部（内国株）
8595,ジャフコ　グループ,市場第一部（内国株）
8596,九州リースサービス,市場第一部（内国株）
8600,トモニホールディングス,市場第一部（内国株）
8601,大和証券グループ本社,市場第一部（内国株）
8604,野村ホールディングス,市場第一部（内国株）
8609,岡三証券グループ,市場第一部（内国株）
8613,丸三証券,市場第一部（内国株）
8614,東洋証券,市場第一部（内国株）
8616,東海東京フィナンシャル・ホールディングス,市場第一部（内国株）
8617,光世証券,市場第一部（内国株）
8622,水戸証券,市場第一部（内国株）
8624,いちよし証券,市場第一部（内国株）
8628,松井証券,市場第一部（内国株）
8630,ＳＯＭＰＯホールディングス,市場第一部（内国株）
8697,日本取引所グループ,市場第一部（内国株）
8698,マネックスグループ,市場第一部（内国株）
8699,澤田ホールディングス,JASDAQ(スタンダード・内国株）
8700,丸八証券,JASDAQ(スタンダード・内国株）
8704,トレイダーズホールディングス,JASDAQ(スタンダード・内国株）
8705,岡藤日産証券ホールディングス,JASDAQ(スタンダード・内国株）
8706,極東証券,市場第一部（内国株）
8707,岩井コスモホールディングス,市場第一部（内国株）
8708,藍澤證券,市場第一部（内国株）
8713,フィデアホールディングス,市場第一部（内国株）
8714,池田泉州ホールディングス,市場第一部（内国株）
8715,アニコム　ホールディングス,市場第一部（内国株）
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,市場第一部（内国株）
8732,マネーパートナーズグループ,市場第一部（内国株）
8737,あかつき本社,市場第二部（内国株）
8739,スパークス・グループ,市場第一部（内国株）
8740,フジトミ,JASDAQ(スタンダード・内国株）
8742,小林洋行,市場第一部（内国株）
8746,第一商品,JASDAQ(スタンダード・内国株）
8747,豊トラスティ証券,JASDAQ(スタンダード・内国株）
8750,第一生命ホールディングス,市場第一部（内国株）
8766,東京海上ホールディングス,市場第一部（内国株）
8769,アドバンテッジリスクマネジメント,市場第一部（内国株）
8771,イー・ギャランティ,市場第一部（内国株）
8772,アサックス,市場第一部（内国株）
8783,ＧＦＡ,JASDAQ(スタンダード・内国株）
8789,フィンテック　グローバル,マザーズ（内国株）
8793,ＮＥＣキャピタルソリューション,市場第一部（内国株）
8795,Ｔ＆Ｄホールディングス,市場第一部（内国株）
8798,アドバンスクリエイト,市場第一部（内国株）
8801,三井不動産,市場第一部（内国株）
8802,三菱地所,市場第一部（内国株）
8803,平和不動産,市場第一部（内国株）
8804,東京建物,市場第一部（内国株）
8806,ダイビル,市場第一部（内国株）
8818,京阪神ビルディング,市場第一部（内国株）
8830,住友不動産,市場第一部（内国株）
8835,太平洋興発,市場第一部（内国株）
8836,ＲＩＳＥ,JASDAQ(スタンダード・内国株）
8841,テーオーシー,市場第一部（内国株）
8842,東京楽天地,市場第一部（内国株）
8844,コスモスイニシア,JASDAQ(スタンダード・内国株）
8848,レオパレス２１,市場第一部（内国株）
8850,スターツコーポレーション,市場第一部（内国株）
8854,日住サービス,市場第二部（内国株）
8860,フジ住宅,市場第一部（内国株）
8864,空港施設,市場第一部（内国株）
8869,明和地所,市場第一部（内国株）
8871,ゴールドクレスト,市場第一部（内国株）
8876,リログループ,市場第一部（内国株）
8877,エスリード,市場第一部（内国株）
8881,日神グループホールディングス,市場第一部（内国株）
8886,ウッドフレンズ,JASDAQ(スタンダード・内国株）
8887,リベレステ,JASDAQ(スタンダード・内国株）
8889,ＡＰＡＭＡＮ,JASDAQ(スタンダード・内国株）
8890,レーサム,JASDAQ(スタンダード・内国株）
8891,エムジーホーム,市場第二部（内国株）
8892,日本エスコン,市場第一部（内国株）
8893,新日本建物,JASDAQ(スタンダード・内国株）
8894,ＲＥＶＯＬＵＴＩＯＮ,市場第二部（内国株）
8897,タカラレーベン,市場第一部（内国株）
8898,センチュリー２１・ジャパン,JASDAQ(スタンダード・内国株）
8903,サンウッド,JASDAQ(スタンダード・内国株）
8904,ＡＶＡＮＴＩＡ,市場第一部（内国株）
8905,イオンモール,市場第一部（内国株）
8908,毎日コムネット,市場第一部（内国株）
8909,シノケングループ,JASDAQ(スタンダード・内国株）
8912,エリアクエスト,市場第二部（内国株）
8914,エリアリンク,市場第二部（内国株）
8917,ファースト住建,市場第一部（内国株）
8918,ランド,市場第一部（内国株）
8919,カチタス,市場第一部（内国株）
8920,東祥,市場第一部（内国株）
8922,日本アセットマーケティング,マザーズ（内国株）
8923,トーセイ,市場第一部（内国株）
8925,アルデプロ,市場第二部（内国株）
8927,明豊エンタープライズ,JASDAQ(スタンダード・内国株）
8928,穴吹興産,市場第一部（内国株）
8929,青山財産ネットワークス,市場第二部（内国株）
8931,和田興産,市場第二部（内国株）
8934,サンフロンティア不動産,市場第一部（内国株）
8935,エフ・ジェー・ネクスト,市場第一部（内国株）
8938,グローム・ホールディングス,JASDAQ(グロース・内国株）
8940,インテリックス,市場第一部（内国株）
8944,ランドビジネス,市場第一部（内国株）
8945,サンネクスタグループ,市場第一部（内国株）
8946,ＡＳＩＡＮ　ＳＴＡＲ,JASDAQ(スタンダード・内国株）
8951,日本ビルファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8952,ジャパンリアルエステイト投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8953,日本リテールファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8954,オリックス不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8955,日本プライムリアルティ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8956,プレミア投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8957,東急リアル・エステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8958,グローバル・ワン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8960,ユナイテッド・アーバン投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8961,森トラスト総合リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8963,インヴィンシブル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8964,フロンティア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8966,平和不動産リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8967,日本ロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8968,福岡リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8972,ケネディクス・オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8975,いちごオフィスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8976,大和証券オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8977,阪急阪神リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8979,スターツプロシード投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8984,大和ハウスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8985,ジャパン・ホテル・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8986,大和証券リビング投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8987,ジャパンエクセレント投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
8995,誠建設工業,市場第二部（内国株）
8999,グランディハウス,市場第一部（内国株）
9001,東武鉄道,市場第一部（内国株）
9003,相鉄ホールディングス,市場第一部（内国株）
9005,東急,市場第一部（内国株）
9006,京浜急行電鉄,市場第一部（内国株）
9007,小田急電鉄,市場第一部（内国株）
9008,京王電鉄,市場第一部（内国株）
9009,京成電鉄,市場第一部（内国株）
9010,富士急行,市場第一部（内国株）
9012,秩父鉄道,JASDAQ(スタンダード・内国株）
9014,新京成電鉄,市場第一部（内国株）
9017,新潟交通,市場第二部（内国株）
9020,東日本旅客鉄道,市場第一部（内国株）
9021,西日本旅客鉄道,市場第一部（内国株）
9022,東海旅客鉄道,市場第一部（内国株）
9024,西武ホールディングス,市場第一部（内国株）
9025,鴻池運輸,市場第一部（内国株）
9028,ゼロ,市場第二部（内国株）
9029,ヒガシトゥエンティワン,市場第二部（内国株）
9031,西日本鉄道,市場第一部（内国株）
9033,広島電鉄,市場第二部（内国株）
9034,南総通運,JASDAQ(スタンダード・内国株）
9036,東部ネットワーク,JASDAQ(スタンダード・内国株）
9037,ハマキョウレックス,市場第一部（内国株）
9039,サカイ引越センター,市場第一部（内国株）
9041,近鉄グループホールディングス,市場第一部（内国株）
9042,阪急阪神ホールディングス,市場第一部（内国株）
9044,南海電気鉄道,市場第一部（内国株）
9045,京阪ホールディングス,市場第一部（内国株）
9046,神戸電鉄,市場第一部（内国株）
9048,名古屋鉄道,市場第一部（内国株）
9049,京福電気鉄道,市場第二部（内国株）
9051,センコン物流,JASDAQ(スタンダード・内国株）
9052,山陽電気鉄道,市場第一部（内国株）
9055,アルプス物流,市場第二部（内国株）
9057,遠州トラック,JASDAQ(スタンダード・内国株）
9058,トランコム,市場第一部（内国株）
9059,カンダホールディングス,市場第二部（内国株）
9060,日本ロジテム,JASDAQ(スタンダード・内国株）
9062,日本通運,市場第一部（内国株）
9063,岡山県貨物運送,市場第二部（内国株）
9064,ヤマトホールディングス,市場第一部（内国株）
9065,山九,市場第一部（内国株）
9066,日新,市場第一部（内国株）
9067,丸運,市場第一部（内国株）
9068,丸全昭和運輸,市場第一部（内国株）
9069,センコーグループホールディングス,市場第一部（内国株）
9070,トナミホールディングス,市場第一部（内国株）
9072,ニッコンホールディングス,市場第一部（内国株）
9073,京極運輸商事,JASDAQ(スタンダード・内国株）
9074,日本石油輸送,市場第一部（内国株）
9075,福山通運,市場第一部（内国株）
9076,セイノーホールディングス,市場第一部（内国株）
9078,エスライン,市場第一部（内国株）
9081,神奈川中央交通,市場第一部（内国株）
9082,大和自動車交通,市場第二部（内国株）
9083,神姫バス,市場第二部（内国株）
9086,日立物流,市場第一部（内国株）
9087,タカセ,JASDAQ(スタンダード・内国株）
9090,丸和運輸機関,市場第一部（内国株）
9099,Ｃ＆Ｆロジホールディングス,市場第一部（内国株）
9101,日本郵船,市場第一部（内国株）
9104,商船三井,市場第一部（内国株）
9107,川崎汽船,市場第一部（内国株）
9110,ＮＳユナイテッド海運,市場第一部（内国株）
9115,明治海運,市場第一部（内国株）
9119,飯野海運,市場第一部（内国株）
9127,玉井商船,市場第二部（内国株）
9130,共栄タンカー,市場第一部（内国株）
9142,九州旅客鉄道,市場第一部（内国株）
9143,ＳＧホールディングス,市場第一部（内国株）
9145,ビーイングホールディングス,市場第二部（内国株）
9171,栗林商船,市場第二部（内国株）
9173,東海汽船,市場第二部（内国株）
9176,佐渡汽船,JASDAQ(スタンダード・内国株）
9179,川崎近海汽船,市場第二部（内国株）
9193,東京汽船,市場第二部（内国株）
9201,日本航空,市場第一部（内国株）
9202,ＡＮＡホールディングス,市場第一部（内国株）
9206,スターフライヤー,市場第二部（内国株）
9232,パスコ,市場第一部（内国株）
9233,アジア航測,市場第二部（内国株）
9260,西本Ｗｉｓｍｅｔｔａｃホールディングス,市場第一部（内国株）
9262,シルバーライフ,市場第一部（内国株）
9263,ビジョナリーホールディングス,JASDAQ(スタンダード・内国株）
9264,ポエック,JASDAQ(スタンダード・内国株）
9265,ヤマシタヘルスケアホールディングス,市場第一部（内国株）
9266,一家ダイニングプロジェクト,市場第一部（内国株）
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,市場第一部（内国株）
9268,オプティマスグループ,市場第二部（内国株）
9270,バリュエンスホールディングス,マザーズ（内国株）
9271,和心,マザーズ（内国株）
9272,ブティックス,マザーズ（内国株）
9273,コーア商事ホールディングス,市場第一部（内国株）
9274,国際紙パルプ商事,市場第一部（内国株）
9275,ナルミヤ・インターナショナル,市場第一部（内国株）
9278,ブックオフグループホールディングス,市場第一部（内国株）
9279,ギフト,市場第一部（内国株）
9281,タカラレーベン・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
9282,いちごグリーンインフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
9283,日本再生可能エネルギーインフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
9284,カナディアン・ソーラー・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
9285,東京インフラ・エネルギー投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
9286,エネクス・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
9287,ジャパン・インフラファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド
9301,三菱倉庫,市場第一部（内国株）
9302,三井倉庫ホールディングス,市場第一部（内国株）
9303,住友倉庫,市場第一部（内国株）
9304,澁澤倉庫,市場第一部（内国株）
9305,ヤマタネ,市場第一部（内国株）
9306,東陽倉庫,市場第一部（内国株）
9307,杉村倉庫,市場第二部（内国株）
9308,乾汽船,市場第一部（内国株）
9310,日本トランスシティ,市場第一部（内国株）
9311,アサガミ,市場第二部（内国株）
9312,ケイヒン,市場第一部（内国株）
9313,丸八倉庫,市場第二部（内国株）
9318,アジア開発キャピタル,市場第二部（内国株）
9319,中央倉庫,市場第一部（内国株）
9322,川西倉庫,市場第一部（内国株）
9324,安田倉庫,市場第一部（内国株）
9325,ファイズホールディングス,市場第一部（内国株）
9326,関通,マザーズ（内国株）
9351,東洋埠頭,市場第一部（内国株）
9353,櫻島埠頭,市場第二部（内国株）
9355,リンコーコーポレーション,市場第二部（内国株）
9358,宇徳,市場第一部（内国株）
9360,鈴与シンワート,市場第二部（内国株）
9361,伏木海陸運送,市場第二部（内国株）
9362,兵機海運,市場第二部（内国株）
9363,大運,市場第二部（内国株）
9364,上組,市場第一部（内国株）
9365,トレーディア,市場第二部（内国株）
9366,サンリツ,市場第一部（内国株）
9367,大東港運,JASDAQ(スタンダード・内国株）
9368,キムラユニティー,市場第一部（内国株）
9369,キユーソー流通システム,市場第一部（内国株）
9375,近鉄エクスプレス,市場第一部（内国株）
9376,ユーラシア旅行社,JASDAQ(スタンダード・内国株）
9377,エージーピー,JASDAQ(スタンダード・内国株）
9380,東海運,市場第一部（内国株）
9381,エーアイテイー,市場第一部（内国株）
9384,内外トランスライン,市場第一部（内国株）
9385,ショーエイコーポレーション,市場第一部（内国株）
9386,日本コンセプト,市場第一部（内国株）
9401,ＴＢＳホールディングス,市場第一部（内国株）
9404,日本テレビホールディングス,市場第一部（内国株）
9405,朝日放送グループホールディングス,市場第一部（内国株）
9408,新潟放送,JASDAQ(スタンダード・内国株）
9409,テレビ朝日ホールディングス,市場第一部（内国株）
9412,スカパーＪＳＡＴホールディングス,市場第一部（内国株）
9413,テレビ東京ホールディングス,市場第一部（内国株）
9414,日本ＢＳ放送,市場第一部（内国株）
9416,ビジョン,市場第一部（内国株）
9417,スマートバリュー,市場第一部（内国株）
9418,ＵＳＥＮ−ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,市場第一部（内国株）
9419,ワイヤレスゲート,市場第一部（内国株）
9421,エヌジェイホールディングス,JASDAQ(スタンダード・内国株）
9422,コネクシオ,市場第一部（内国株）
9423,フォーバル・リアルストレート,JASDAQ(スタンダード・内国株）
9424,日本通信,市場第一部（内国株）
9425,日本テレホン,JASDAQ(スタンダード・内国株）
9428,クロップス,市場第一部（内国株）
9432,日本電信電話,市場第一部（内国株）
9433,ＫＤＤＩ,市場第一部（内国株）
9434,ソフトバンク,市場第一部（内国株）
9435,光通信,市場第一部（内国株）
9436,沖縄セルラー電話,JASDAQ(スタンダード・内国株）
9438,エムティーアイ,市場第一部（内国株）
9439,エム・エイチ・グループ,JASDAQ(スタンダード・内国株）
9441,ベルパーク,JASDAQ(スタンダード・内国株）
9444,トーシンホールディングス,JASDAQ(スタンダード・内国株）
9445,フォーバルテレコム,市場第二部（内国株）
9446,サカイホールディングス,JASDAQ(スタンダード・内国株）
9449,ＧＭＯインターネット,市場第一部（内国株）
9450,ファイバーゲート,市場第一部（内国株）
9466,アイドママーケティングコミュニケーション,市場第一部（内国株）
9467,アルファポリス,マザーズ（内国株）
